0,0843373493975903; 26,829268292682926
0,15662650602409633; 22,34146341463415
0,21686746987951788; 20,195121951219505
0,39759036144578297; 16,682926829268297
0,7108433734939759; 13,756097560975618
1,0240963855421685; 11,804878048780495
1,6626506024096388; 11,024390243902445
2,3373493975903616; 9,658536585365866
3,0481927710843375; 8,878048780487816
4,024096385542169; 7,902439024390262
5,060240963855422; 7,512195121951223
6,132530120481929; 7,317073170731717
7,566265060240964; 6,731707317073173
8,554216867469881; 6,146341463414643
9,590361445783135; 5,951219512195124
9,891566265060241; 5,951219512195124
